content,label
"Also, note that in the event that Blizzard Entertainment terminates this Agreement for breach of these Terms of Use, any right to any and all payments you may have made for pre-purchased game access to World of Warcraft are forfeit, and you agree and acknowledge that you are not entitled to any refund for any amounts which were pre-paid on your Account prior to any termination of this Agreement.",ltd2
"DURING YOUR REGISTRATION FOR THE BATTLE.NET SERVICE YOU GRANT YOUR CONSENT TO THE FOLLOWING: WHEN RUNNING, THE WORLD OF WARCRAFT CLIENT MAY MONITOR YOUR COMPUTER'S RANDOM ACCESS MEMORY (RAM) AND/OR CPU PROCESSES FOR UNAUTHORIZED THIRD PARTY PROGRAMS RUNNING CONCURRENTLY WITH WORLD OF WARCRAFT. AN ""UNAUTHORIZED THIRD PARTY PROGRAM"" AS USED HEREIN SHALL BE DEFINED AS ANY THIRD PARTY SOFTWARE, INCLUDING WITHOUT LIMITATION ANY ""ADDON"" OR ""MOD,"" THAT IN BLIZZARD ENTERTAINMENT'S SOLE DETERMINATION: (1) ENABLES OR FACILITATES CHEATING OF ANY TYPE; (2) ALLOWS USERS TO MODIFY OR HACK THE WORLD OF WARCRAFT INTERFACE, ENVIRONMENT, AND/OR EXPERIENCE IN ANY WAY NOT EXPRESSLY AUTHORIZED BY BLIZZARD ENTERTAINMENT; OR (3) INTERCEPTS, ""MINES,"" OR OTHERWISE COLLECTS INFORMATION FROM OR THROUGH WORLD OF WARCRAFT; (4) IN THE EVENT THAT WORLD OF WARCRAFT DETECTS AN UNAUTHORIZED THIRD PARTY PROGRAM, BLIZZARD ENTERTAINMENT MAY (a) COMMUNICATE INFORMATION BACK TO BLIZZARD ENTERTAINMENT, INCLUDING WITHOUT LIMITATION THE ACCOUNT NAME, DETAILS ABOUT THE UNAUTHORIZED THIRD PARTY PROGRAM DETECTED, AND THE TIME AND DATE THE UNAUTHORIZED THIRD PARTY PROGRAM WAS DETECTED; AND/OR (b) EXERCISE ANY OR ALL OF ITS RIGHTS UNDER ANY BLIZZARD AGREEMENT, WITH OR WITHOUT PRIOR NOTICE TO THE USER.",unc
"You assume the cost of all telephone and Internet access charges along with all necessary equipment, servicing, repair or correction incurred in maintaining connectivity to World of Warcraft's servers.",unc
"Blizzard Entertainment has the right to obtain certain identification information about your computer and its operating system, including the identification numbers of your hard drives, central processing unit, IP addresses and operating systems, for identification purposes without any further notice to you.",unc
"Blizzard Entertainment has the right to obtain ""non-personal"" data from your connection to World of Warcraft in order to make certain demographic assumptions regarding the users of World of Warcraft without any further notice to you.",unc
"The use of any ""user interface"" other than the user interface that is included in the World of Warcraft Software (""Third Party User Interface"") is not recommended by Blizzard Entertainment, and you hereby agree to indemnify and hold harmless Blizzard Entertainment from all claims, damages, and other losses which may arise from your use of a Third Party User Interface. At such time that Blizzard elects to post a list of approved Third-Party User Interfaces on its website, you agree that you will use only those Third-Party User Interfaces approved by Blizzard, and that you will use no other Third-Party User Interfaces in connection with World of Warcraft.",unc
"You may not be able to access World of Warcraft whenever you want, and there may be extended periods of time where you cannot access World of Warcraft.",unc
"Blizzard Entertainment shall not be held liable for any delay or failure to perform under any circumstances resulting from causes outside the reasonable control of Blizzard Entertainment; including without limitation any failure to perform hereunder due to unforeseen circumstances or cause beyond Blizzard Entertainment's control such as acts of God, war, terrorism, riots, embargoes, acts of civil or military authorities, fire, floods, accidents, strikes, or shortages of transportation facilities, fuel, energy, labor or materials.",ltd1
"World of Warcraft requires the creation and retention of electronic files, including without limitation player characters, accounts, statistics, user profiles, weapons, armor, quests, loot, etc. (""Game Data""), which are stored by Blizzard Entertainment (for the avoidance of doubt, data concerning the players' use of the Voice Client is not stored). Keeping Game Data safe is a priority of Blizzard Entertainment. Blizzard Entertainment will use reasonable efforts to restore the Game Data, unless you negligently or intentionally caused the loss of the Game Data.",unc
"If and as far as necessary to operate the Service in accordance with the terms contained herein, in particular to keep a balanced and enjoyable gaming experience for all players Blizzard Entertainment reserves the right to modify or delete Game Data.",ch2
"Without limiting the liability under Article XVII.1. above, Blizzard Entertainment is only liable for slight negligence in case of a breach of a material contractual obligation.",ltd2
This Agreement shall be governed by and construed in accordance with the laws applicable in your country of residence.,law1
I hereby agree that my use of the World of Warcraft service is an acknowledgment of my agreement to be bound by the terms and conditions of this Agreement.,use2
"Yahoo provides the Yahoo Services (defined below) to you subject to the following Terms of Service (""TOS""), which may be updated by us from time to time without notice to you.",ch2
"By accessing and using the Yahoo Services, you accept and agree to be bound by the terms and provision of the TOS.",use2
"Yahoo provides users with access to a rich collection of resources, including without limitation various communications tools, forums, shopping services, search services, personalized content and branded programming through its network of properties which may be accessed through any various medium or device now known or hereafter developed (the ""Yahoo Services""). You also understand and agree that the Yahoo Services may include advertisements and that these advertisements are necessary for Yahoo to provide the Yahoo Services. You also understand and agree that the Yahoo Services may include certain communications from Yahoo, such as service announcements, administrative messages and the Yahoo Newsletter, and that these communications are considered part of Yahoo membership and you will not be able to opt out of receiving them. Unless explicitly stated otherwise, any new features that augment or enhance the current Yahoo Services, including the release of new Yahoo properties, shall be subject to the TOS. You understand and agree that the Yahoo Services is provided ""AS-IS"" and that Yahoo assumes no responsibility for the timeliness, deletion, mis-delivery or failure to store any user communications or personalization settings. You are responsible for obtaining access to the Yahoo Services, and that access may involve third-party fees (such as Internet service provider or airtime charges). You are responsible for those fees, including those fees associated with the display or delivery of advertisements. In addition, you must provide and are responsible for all equipment necessary to access the Yahoo Services. You understand that the technical processing and transmission of the Yahoo Services, including your Content, may involve (a) transmissions over various networks; and (b) changes to conform and adapt to technical requirements of connecting networks or devices. Please be aware that Yahoo has created certain areas on the Yahoo Services that contain adult or mature content. You must be at least 18 years of age to access and view such areas.",unc
"In consideration of your use of the Yahoo Services, you represent that you are of legal age to form a binding contract and are not a person barred from receiving the Yahoo Services under the laws of the United States or other applicable jurisdiction. You also agree to: (a) provide true, accurate, current and complete information about yourself as prompted by the Yahoo Service's registration form (the ""Registration Data"") and (b) maintain and promptly update the Registration Data to keep it true, accurate, current and complete. If you provide any information that is untrue, inaccurate, not current or incomplete, or Yahoo has reasonable grounds to suspect that such information is untrue, inaccurate, not current or incomplete, Yahoo has the right to suspend or terminate your account and refuse any and all current or future use of the Yahoo Services (or any portion thereof). You must be aged 13 or over to use the Services. If you have a pre-existing Family Account covering children aged under 13 then you have an ongoing responsibility to determine whether any of the Yahoo Services areas and/or Content (as defined in Section 6 below) are appropriate for your child.",unc
"Registration Data and certain other information about you are subject to our applicable privacy policy. For more information, see the full Yahoo Privacy Policy at https://policies.yahoo.com/us/en/yahoo/privacy/index.html. ",unc
"You will receive a password and account designation upon completing the Yahoo Service's registration process. You are responsible for maintaining the confidentiality of the password and account and are fully responsible for all activities that occur under your password or account. You agree to (a) immediately notify Yahoo of any unauthorized use of your password or account or any other breach of security, and (b) ensure that you exit from your account at the end of each session. Yahoo cannot and will not be liable for any loss or damage arising from your failure to comply with this Section 5.",unc
"upload, post, email, transmit, or otherwise make available any Content that is unlawful, harmful, threatening, abusive, harassing, tortious, defamatory, vulgar, obscene, libelous, invasive of another's privacy, hateful, or racially, ethnically, or otherwise objectionable;",unc
"upload, post, email, transmit, or otherwise make available any Content that you do not have a right to make available under any law or under contractual or fiduciary relationships (such as inside information, proprietary and confidential information learned or disclosed as part of employment relationships or under nondisclosure agreements);",unc
"upload, post, email, transmit or otherwise make available any Content that infringes any patent, trademark, trade secret, copyright or other proprietary rights (""Rights"") of any party;",unc
"upload, post, email, transmit, or otherwise make available any unsolicited or unauthorized advertising, promotional materials, ""junk mail,"" ""spam,"" ""chain letters,"" ""pyramid schemes,"" or any other form of solicitation, except in those areas (such as shopping) that are designated for such purpose (please read our complete Spam Policy);",unc
"upload, post, email, transmit, or otherwise make available any material that contains software viruses or any other computer code, files or programs designed to interrupt, destroy or limit the functionality of any computer software or hardware or telecommunications equipment;",unc
"interfere with or disrupt the Yahoo Services or servers or networks connected to the Yahoo Services, or disobey any requirements, procedures, policies or regulations of networks connected to the Yahoo Services, including using any device, software or routine to bypass our robot exclusion headers;",unc
"intentionally or unintentionally violate any applicable local, state, national or international law, including, but not limited to, regulations promulgated by the U.S. Securities and Exchange Commission, any rules of any national or other securities exchange, including, without limitation, the New York Stock Exchange, the American Stock Exchange, or the NASDAQ, and any regulations having the force of law;",unc
"provide material support or resources (or to conceal or disguise the nature, location, source, or ownership of material support or resources) to any organization(s) designated by the United States government as a foreign terrorist organization pursuant to section 219 of the Immigration and Nationality Act;",unc
"You acknowledge that Yahoo may or may not pre-screen Content, but that Yahoo and its designees shall have the right (but not the obligation) in their sole discretion to pre-screen, refuse, or remove any Content that is available via the Yahoo Services.",cr2
"Without limiting the foregoing, Yahoo and its designees shall have the right to remove any Content that violates the TOS or is otherwise objectionable.",cr2
"You understand that the Yahoo Services and software embodied within the Yahoo Services may include security components that permit digital materials to be protected, and that use of these materials is subject to usage rules set by Yahoo and/or content providers who provide content to the Yahoo Services. You may not attempt to override or circumvent any of the usage rules embedded into the Yahoo Services. Any unauthorized reproduction, publication, further distribution or public exhibition of the materials provided on the Yahoo Services, in whole or in part, is strictly prohibited.",unc
"When you register with Yahoo, you acknowledge that in using the Yahoo Services to send electronic communications (including but not limited to email, search queries, sending messages to Yahoo Chat or Yahoo Groups, uploading photos and files to Flickr, and other Internet activities), you will be causing communications to be sent through Yahoo's computer networks, portions of which are located in California, Texas, Virginia, and other locations in the United States and portions of which are located abroad. As a result, and also as a result of Yahoo's network architecture and business practices and the nature of electronic communications, even communications that seem to be intrastate in nature can result in the transmission of interstate communications regardless of where you are physically located at the time of transmission. Accordingly, by agreeing to this TOS, you acknowledge that use of the service results in interstate data transmissions.",unc
SPECIAL ADMONITIONS FOR INTERNATIONAL USE AND EXPORT AND IMPORT COMPLIANCE,unc
CONTENT SUBMITTED OR MADE AVAILABLE FOR INCLUSION ON THE YAHOO SERVICES,unc
"Yahoo does not claim ownership of Content you submit or make available for inclusion on the Yahoo Services. However, with respect to Content you submit or make available for inclusion on publicly accessible areas of the Yahoo Services, you grant Yahoo the following worldwide, royalty-free and non-exclusive license(s), as applicable:",unc
"With respect to Content you submit or make available for inclusion on publicly accessible areas of Yahoo Groups, the license to use, distribute, reproduce, modify, adapt, publicly perform and publicly display such Content on the Yahoo Services solely for the purposes of providing and promoting the specific Yahoo Group to which such Content was submitted or made available. This license exists only for as long as you elect to continue to include such Content on the Yahoo Services and will terminate at the time you remove or Yahoo removes such Content from the Yahoo Services.",unc
"With respect to Content other than photos, graphics, audio or video you submit or make available for inclusion on publicly accessible areas of the Yahoo Services other than Yahoo Groups, the perpetual, irrevocable and fully sublicensable license to use, distribute, reproduce, modify, adapt, publish, translate, publicly perform and publicly display such Content (in whole or in part) and to incorporate such Content into other works in any format or medium now known or later developed.",unc
"""Publicly accessible"" areas of the Yahoo Services are those areas of the Yahoo network of properties that are intended by Yahoo to be available to the general public. By way of example, publicly accessible areas of the Yahoo Services would include Yahoo Message Boards and portions of Yahoo Groups and Flickr that are open to both members and visitors. However, publicly accessible areas of the Yahoo Services would not include portions of Yahoo Groups that are limited to members, Yahoo services intended for private communication such as Yahoo Mail or Yahoo Messenger, or areas off of the Yahoo network of properties such as portions of World Wide Web sites that are accessible via hypertext or other links but are not hosted or served by Yahoo.",unc
"By submitting ideas, suggestions, documents, and/or proposals (""Contributions"") to Yahoo through its suggestion or feedback webpages, you acknowledge and agree that: (a) your Contributions do not contain confidential or proprietary information; (b) Yahoo is not under any obligation of confidentiality, express or implied, with respect to the Contributions; (c) Yahoo shall be entitled to use or disclose (or choose not to use or disclose) such Contributions for any purpose, in any way, in any media worldwide; (d) Yahoo may have something similar to the Contributions already under consideration or in development; (e) your Contributions automatically become the property of Yahoo without any obligation of Yahoo to you; and (f) you are not entitled to any compensation or reimbursement of any kind from Yahoo under any circumstances.",unc
"You agree to indemnify and hold Yahoo and its subsidiaries, affiliates, officers, agents, employees, partners and licensors harmless from any claim or demand, including reasonable attorneys' fees, made by any third party due to or arising out of Content you submit, post, transmit, modify or otherwise make available through the Yahoo Services, your use of the Yahoo Services, your connection to the Yahoo Services, your violation of the TOS, or your violation of any rights of another.",unc
You agree that Yahoo has no responsibility or liability for the deletion or failure to store any messages and other communications or other Content maintained or transmitted by the Yahoo Services.,ltd2
You acknowledge that Yahoo reserves the right to log off accounts that are inactive for an extended period of time.,ter2
You further acknowledge that Yahoo reserves the right to modify these general practices and limits from time to time.,ch2
"Yahoo reserves the right at any time and from time to time to modify or discontinue, temporarily or permanently, the Yahoo Services (or any part thereof) with or without notice.",ter3
"Yahoo reserves the right at any time and from time to time to modify or discontinue, temporarily or permanently, the Yahoo Services (or any part thereof) with or without notice.",ch2
"You agree that Yahoo may, without prior notice, immediately terminate, limit your access to or suspend your Yahoo account, any associated email address, and access to the Yahoo Services.",ter3
"Cause for such termination, limitation of access or suspension shall include, but not be limited to, (a) breaches or violations of the TOS or other incorporated agreements or guidelines, (b)requests by law enforcement or other government agencies, (c) discontinuance or material modification to the Yahoo Services (or any part thereof), (d) unexpected technical or security issues or problems, (e) extended periods of inactivity, (f) engagement by you in fraudulent or illegal activities, and/or (g) nonpayment of any fees owed by you in connection with the Yahoo Services.",ter2
"Termination of your Yahoo account includes any or all of the following: (a) removal of access to all or part of the offerings within the Yahoo Services, (b) deletion of your password and all related information, files and content associated with or inside your account (or any part thereof), and (c) barring of further use of all or part of the Yahoo Services.",cr2
"Your correspondence or business dealings with, or participation in promotions of, advertisers found on or through the Yahoo Services, including payment and delivery of related goods or services, and any other terms, conditions, warranties or representations associated with such dealings, are solely between you and such advertiser. You agree that Yahoo shall not be responsible or liable for any loss or damage of any sort incurred as the result of any such dealings or as the result of the presence of such advertisers on the Yahoo Services.",unc
"The Yahoo Services may provide, or third parties may provide, links to other World Wide Web sites or resources. You acknowledge and agree that Yahoo is not responsible for the availability of such external sites or resources, and does not endorse and is not responsible or liable for any Content, advertising, products or other materials on or available from such sites or resources. ",unc
"YOUR USE OF THE YAHOO SERVICES AND SOFTWARE ARE AT YOUR SOLE RISK. THE YAHOO SERVICES AND SOFTWARE ARE PROVIDED ON AN ""AS IS"" AND ""AS AVAILABLE"" BASIS. YAHOO AND ITS SUBSIDIARIES, AFFILIATES, OFFICERS, EMPLOYEES, AGENTS, PARTNERS AND LICENSORS EXPRESSLY DISCLAIM ALL WARRANTIES OF ANY KIND, WHETHER EXPRESS OR IMPLIED, INCLUDING, BUT NOT LIMITED TO THE IMPLIED WARRANTIES OF TITLE, MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE AND NON-INFRINGEMENT.",unc
"YAHOO AND ITS SUBSIDIARIES, AFFILIATES, OFFICERS, EMPLOYEES, AGENTS, PARTNERS AND LICENSORS MAKE NO WARRANTY THAT (i) THE YAHOO SERVICES OR SOFTWARE WILL MEET YOUR REQUIREMENTS; (ii) THE YAHOO SERVICES OR SOFTWARE WILL BE UNINTERRUPTED, TIMELY, SECURE OR ERROR-FREE; (iii) THE RESULTS THAT MAY BE OBTAINED FROM THE USE OF THE YAHOO SERVICES OR SOFTWARE WILL BE ACCURATE OR RELIABLE; (iv) THE QUALITY OF ANY PRODUCTS, SERVICES, INFORMATION OR OTHER MATERIAL PURCHASED OR OBTAINED BY YOU THROUGH THE YAHOO SERVICES OR SOFTWARE WILL MEET YOUR EXPECTATIONS; AND (v) ANY ERRORS IN THE SOFTWARE WILL BE CORRECTED.",unc
"ANY MATERIAL DOWNLOADED OR OTHERWISE OBTAINED THROUGH THE USE OF THE YAHOO SERVICES OR SOFTWARE IS ACCESSED AT YOUR OWN DISCRETION AND RISK, AND YOU WILL BE SOLELY RESPONSIBLE FOR AND HEREBY WAIVE ANY AND ALL CLAIMS AND CAUSES OF ACTION WITH RESPECT TO ANY DAMAGE TO YOUR COMPUTER SYSTEM, INTERNET ACCESS, DOWNLOAD OR DISPLAY DEVICE, OR LOSS OF DATA THAT RESULTS FROM THE DOWNLOAD OF ANY SUCH MATERIAL.",unc
"SOME JURISDICTIONS DO NOT ALLOW THE EXCLUSION OF CERTAIN WARRANTIES OR THE LIMITATION OR EXCLUSION OF LIABILITY FOR INCIDENTAL OR CONSEQUENTIAL DAMAGES. ACCORDINGLY, SOME OF THE ABOVE LIMITATIONS OF SECTIONS 19 AND 20 MAY NOT APPLY TO YOU.",unc
"If you intend to create or join any service, receive or request any news, messages, alerts or other information from the Yahoo Services concerning companies, stock quotes, investments or securities, please read the above Sections 19 and 20 again. They go doubly for you. In addition, for this type of information particularly, the phrase ""Let the investor beware"" is apt. The Yahoo Services is provided for informational purposes only, and no Content included in the Yahoo Services is intended for trading or investing purposes. Yahoo and its licensors shall not be responsible or liable for the accuracy, usefulness or availability of any information transmitted or made available via the Yahoo Services, and shall not be responsible or liable for any trading or investment decisions based on such information.",unc
"Yahoo may provide you with notices, including those regarding changes to the TOS, including by but not limited to email, regular mail, SMS, MMS, text message, postings on the Yahoo Services, or other reasonable means now known or hereafter developed. Such notices may not be received if you violate this TOS by accessing the Yahoo Services in an unauthorized manner. Your agreement to this TOS constitutes your agreement that you are deemed to have received any and all notices that would have been delivered had you accessed the Yahoo Services in an authorized manner.",unc
"You agree that all of Yahoo’s trademarks, trade names, service marks and other Yahoo logos and brand features, and product and service names are trademarks and the property of Yahoo Holdings, Inc. (the ""Yahoo Marks""). Without Yahoo's prior permission, you agree not to display or use in any manner the Yahoo Marks.",unc
NOTICE AND PROCEDURE FOR MAKING CLAIMS OF COPYRIGHT OR INTELLECTUAL PROPERTY INFRINGEMENT,unc
"Yahoo respects the intellectual property of others, and we ask our users to do the same. ",unc
an electronic or physical signature of the person authorized to act on behalf of the owner of the copyright or other intellectual property interest;,unc
a description of the copyrighted work or other intellectual property that you claim has been infringed;,unc
"a statement by you that you have a good faith belief that the disputed use is not authorized by the copyright owner, its agent, or the law;",unc
"a statement by you, made under penalty of perjury, that the above information in your notice is accurate and that you are the copyright or intellectual property owner or authorized to act on the copyright or intellectual property owner's behalf.",unc
Yahoo's Agent for Notice of claims of copyright or other intellectual property infringement can be reached as follows:,unc
"You and Yahoo each agree that the TOS and the relationship between the parties shall be governed by the laws of the State of California without regard to its conflict of law provisions and that any and all claims, causes of action or disputes (regardless of theory) arising out of or relating to the TOS, or the relationship between you and Yahoo, shall be brought exclusively in the courts located in the county of Santa Clara, California or the U.S. District Court for the Northern District of California.",j3
"You and Yahoo each agree that the TOS and the relationship between the parties shall be governed by the laws of the State of California without regard to its conflict of law provisions and that any and all claims, causes of action or disputes (regardless of theory) arising out of or relating to the TOS, or the relationship between you and Yahoo, shall be brought exclusively in the courts located in the county of Santa Clara, California or the U.S. District Court for the Northern District of California.",law2
Please report any violations of the TOS to our Customer Care group.,unc
"Your use of the YouTube website (the ""Website"") and any YouTube products, channels, software, data feeds and services, including the YouTube embeddable video player (the ""YouTube Player"") provided to you on or from or through the Website by YouTube (collectively the ""Service"") is subject to the terms of a legal agreement between you and YouTube. ""YouTube"" means YouTube LLC, whose principal place of business is at 901 Cherry Avenue, San Bruno, CA 94066, United States.",unc
The Terms form a legally binding agreement between you and YouTube in relation to your use of the Service. It is important that you take the time to read them carefully.,unc
"The Terms apply to all users of the Service, including users who are also contributors of Content, on the Service. ""Content"" includes the text, software, scripts, graphics, photos, sounds, music, videos, audiovisual combinations, interactive features and other materials you may view on, access through or contribute to the Service.",unc
You should print off or save a local copy of the Terms for your records.,unc
"YouTube reserves the right to make changes the Terms from time to time, for example to address changes to the law or regulatory changes or changes to functionality offered through the Service.",ch2
Therefore you must look at the Terms regularly to check for such changes.,ch2
Your continued use of the Service after the date the Modified Terms are posted will constitute your acceptance of the Modified Terms.,use2
You must notify YouTube immediately of any breach of security or unauthorised use of your YouTube account that you become aware of.,unc
"You agree that you will be solely responsible (to YouTube, and to others) for all activity that occurs under your YouTube account.",unc
"YouTube hereby grants you permission to access and use the Service, subject to the following express conditions, and you agree that your failure to adhere to any of these conditions shall constitute a breach of these Terms on your part:",unc
"you agree not to distribute any part of or parts of the Website or the Service, including but not limited to any Content, in any medium without YouTube's prior written authorisation, unless YouTube makes available the means for such distribution through functionality offered by the Service (such as the YouTube Player);",unc
"you agree not to access Content through any technology or means other than the video playback pages of the Website itself, the YouTube Player, or such other means as YouTube may explicitly designate for this purpose;",unc
"you agree not to (or attempt to) circumvent, disable or otherwise interfere with any security related features of the Service or features that (i) prevent or restrict use or copying of Content or (ii) enforce limitations on use of the Service or the content accessible via the Service;",unc
"ii.	the sale of advertising, sponsorships or promotions placed on or within the Service, or Content;",unc
"iii.	the sale of advertising, sponsorships or promotions on any page of an ad-enabled blog or website containing Content delivered via the Service unless other material not obtained from YouTube appears on the same page and is of sufficient value to be the basis for such sales",unc
"prohibited commercial uses shall not include (i) uploading an original video to YouTube, (ii) maintaining an original channel on the Website in order to promote a business or artistic enterprise, (iii) showing YouTube videos through the YouTube Player or otherwise on an ad-enabled blog or website, subject to those advertising restrictions set out in 5.1(E)(iii) above; and (iv) any use that is expressly authorised by YouTube in writing;",unc
"You shall not copy, reproduce, distribute, transmit, broadcast, display, sell, license, or otherwise exploit any Content for any other purposes without the prior written consent of YouTube or the respective licensors of the Content.",unc
You agree that you will comply with all of the other provisions of the Terms and the YouTube Community Guidelines at all times during your use of the Service.,unc
"YouTube grants the operators of public search engines permission to use spiders to copy materials from the site for the sole purpose of creating publicly available searchable indices of the materials, but not caches or archives of such materials. YouTube reserves the right to revoke these exceptions either generally or in specific cases.",unc
YouTube is constantly innovating in order to provide the best possible experience for its users. ,unc
You agree that you are solely responsible for (and that YouTube has no responsibility to you or to any third party for) any breach of your obligations under the Terms and for the consequences (including any loss or damage which YouTube may suffer) of any such breach.,ltd2
YouTube operates a clear copyright policy in relation to any Content that is alleged to infringe the copyright of a third party. Details of that policy can be found here: https://www.youtube.co.uk/t/copyright_notice,unc
"As part of YouTube's copyright policy, YouTube will terminate user access to the /Service if a user has been determined to be a repeat infringer.",ter2
"As a YouTube account holder you may submit Content. You understand that whether or not Content is published, YouTube does not guarantee any confidentiality with respect to Content.",unc
"You retain all of your ownership rights in your Content, but you are required to grant limited licence rights to YouTube and other users of the Service. These are described in paragraph 8 of these Terms (Rights you licence).",unc
"You represent and warrant that you have (and will continue to have during your use of the Service) all necessary licenses, rights, consents, and permissions which are required to enable YouTube to use your Content for the purposes of the provision of the Service by YouTube, and otherwise to use your Content in the manner contemplated by the Service and these Terms.",unc
"You agree that your conduct on the site will comply with (and you agree that the content of all of your Content shall comply with) the YouTube Community Guidelines, found at https://www.youtube.co.uk/t/community_guidelines, as updated from time to time.",unc
"You agree that you will not post or upload any Content which contains material which it is unlawful for you to possess in the country in which you are resident, or which it would be unlawful for YouTube to use or possess in connection with the provision of the Service.",unc
"You agree that Content you submit to the Service will not contain any third party copyright material, or material that is subject to other third party proprietary rights (including rights of privacy or rights of publicity), unless you have a formal licence or permission from the rightful owner, or are otherwise legally entitled, to post the material in question and to grant YouTube the licence referred to in paragraph 8.1 below.",unc
"You further understand and acknowledge that in using the Service, you may be exposed to Content that is factually inaccurate, offensive, indecent, or otherwise objectionable to you. You agree to waive, and hereby do waive, any legal or equitable rights or remedies you have or may have against YouTube with respect to any such Content.",unc
"When you upload or post Content to YouTube, you grant:",unc
"to YouTube, a worldwide, non-exclusive, royalty-free, transferable licence (with right to sub-licence) to use, reproduce, distribute, prepare derivative works of, display, and perform that Content in connection with the provision of the Service and otherwise in connection with the provision of the Service and YouTube's business, including without limitation for promoting and redistributing part or all of the Service (and derivative works thereof) in any media formats and through any media channels;",unc
"to each user of the Service, a worldwide, non-exclusive, royalty-free licence to access your Content through the Service, and to use, reproduce, distribute, prepare derivative works of, display and perform such Content to the extent permitted by the functionality of the Service and under these Terms.",unc
"The Service may include hyperlinks to other web sites that are not owned or controlled by YouTube. YouTube has no control over, and assumes no responsibility for, the content, privacy policies, or practices of any third party websites.",unc
"You acknowledge and agree that YouTube is not responsible for the availability of any such external sites or resources, and does not endorse any advertising, products or other materials on or available from such web sites or resources.",unc
"You acknowledge and agree that YouTube is not liable for any loss or damage which may be incurred by you as a result of the availability of those external sites or resources, or as a result of any reliance placed by you on the completeness, accuracy or existence of any advertising, products or other materials on, or available from, such web sites or resources.",unc
YouTube encourages you to be aware when you leave the Service and to read the terms and conditions and privacy policy of each other website that you visit.,unc
The Terms will continue to apply until terminated by either you or YouTube as set out below.,unc
"If you want to terminate your legal agreement with YouTube, you may do so by (a) notifying YouTube at any time and (b) closing your YouTube account. Your notice should be sent, in writing, to YouTube's address which is set out at the beginning of these Terms.",unc
"YouTube may terminate its legal agreement with you if: YouTube is transitioning to no longer providing the Service to users in the country in which you are resident or from which you use the Service; or the provision of the Service to you by YouTube is, in YouTube's opinion, no longer commercially viable and in the case of each of A and B of this clause 11.4 shall, where possible, give reasonable notice of such termination.",ter2
Nothing in the Terms shall affect any statutory rights that you are always entitled to as a consumer and that you cannot contractually agree to alter or waive.,unc
"The Service is provided ""as is"" and YouTube makes no warranty or representation to you with respect to them.",unc
In particular YouTube does not represent or warrant to you that:,unc
"your use of the Service will be uninterrupted, timely, secure or free from error,",unc
that defects in the operation or functionality of any software provided to you as part of the Service will be corrected.,unc
"No conditions, warranties or other terms (including any implied terms as to satisfactory quality, fitness for purpose or conformance with description) apply to the Service except to the extent that they are expressly set out in the Terms.",unc
Nothing in these Terms shall exclude or limit YouTube's liability for losses which may not be lawfully excluded or limited by applicable law.,unc
Subject to the overall provision in paragraph 13.1 above YouTube shall not be liable to you for: A. any indirect or consequential losses which may be incurred by you.,ltd2
"This shall include; (i) any loss of profit (whether incurred directly or indirectly); (ii) any loss of goodwill or business reputation; (iii) any loss of opportunity; or (iv) any loss of data suffered by you; B.any loss or damage which may be incurred by you as a result of: i.any reliance placed by you on the completeness, accuracy or existence of any advertising, or as a result of any relationship or transaction between you and any advertiser or sponsor whose advertising appears on the Service; ii.	any changes which YouTube may make to the Service, or for any permanent or temporary cessation in the provision of the Service (or any features within the Service); iii. the deletion of, corruption of, or failure to store, any Content and other communications data maintained or transmitted by or through your use of the Service; iv. your failure to provide YouTube with accurate account information; v. your failure to keep your password or YouTube account details secure and confidential.",ltd2
The limitations on YouTube's liability to you in paragraph 13.2 above shall apply whether or not YouTube has been advised of or should have been aware of the possibility of any such losses arising.,ltd2
"You agree that YouTube may provide you with notices, including those regarding changes to the Terms, by email, regular mail, or postings on the Service.",unc
"You agree that if YouTube does not exercise or enforce any legal right or remedy which is contained in the Terms (or which YouTube has the benefit of under any applicable law), this will not be taken to be a formal waiver of YouTube's rights and that those rights or remedies will still be available to YouTube.",unc
"If any court of law, having the jurisdiction to decide on this matter, rules that any provision of these Terms is invalid, then that provision will be removed from the Terms without affecting the rest of the Terms. The remaining provisions of the Terms will continue to be valid and enforceable.",unc
"The Terms, and your relationship with YouTube under the Terms, shall be governed by English law.",law2
"You and YouTube agree to submit to the exclusive jurisdiction of the courts of England to resolve any legal matter arising from the Terms. Notwithstanding this, you agree that YouTube shall still be allowed to apply for injunctive remedies (or other equivalent types of urgent legal remedy) in any jurisdiction.",j3
"To review a copy of the prior version of Zynga’s Terms of Service, click here.",unc
"IMPORTANT NOTICE: FOR U.S. AND CANADIAN PLAYERS, DISPUTES ABOUT THESE TERMS OR RELATING TO ZYNGA SERVICES GENERALLY MUST BE RESOLVED BY BINDING ARBITRATION AND ON AN INDIVIDUAL BASIS ONLY. For more details, go to Section 17.",unc
"Whenever you use the Services, you agree to be bound by all of the terms and conditions of these Terms of Service.",use2
"References to “Zynga,” “Us” or “We” means Zynga Inc and Zynga’s Corporate Family.",unc
"Zynga Inc. is located at 699 8th Street, San Francisco, California 94103, if you’re in the United States. If you’re not in the United States, then references to “Zynga,” “Us” or “We” mean Zynga Game Ireland Limited located at 25-28 North Wall Quay, Dublin 1, Ireland.",unc
